Time_Index,MIDAT_conventional_hydroelectric_1,MIDAT_hydroelectric_pumped_storage_1,MIDAT_natural_gas_fired_combined_cycle_1,MIDAT_natural_gas_fired_combined_cycle_2,MIDAT_natural_gas_fired_combined_cycle_3,MIDAT_natural_gas_fired_combined_cycle_4,MIDAT_natural_gas_fired_combustion_turbine_1,MIDAT_natural_gas_fired_combustion_turbine_2,MIDAT_nuclear_1,MIDAT_nuclear_2,MIDAT_onshore_wind_turbine_1,MIDAT_small_hydroelectric_1,MIDAT_solar_photovoltaic_1,MIDAT_naturalgas_ccavgcf_moderate_0,MIDAT_naturalgas_ctavgcf_moderate_0,MIDAT_battery_moderate_0,MIDAT_nuclear_mid_0,MIDAT_utilitypv_class1_moderate_70_0_2_1,MIDAT_utilitypv_class1_moderate_70_0_2_2,MIDAT_utilitypv_class1_moderate_70_0_2_3,MIDAT_utilitypv_class1_moderate_70_0_2_4,MIDAT_utilitypv_class1_moderate_70_0_2_5,MIDAT_utilitypv_class1_moderate_70_0_2_6,MIDAT_utilitypv_class1_moderate_70_0_2_7,MIDAT_landbasedwind_class4_moderate_70_1,MIDAT_landbasedwind_class4_moderate_70_2,MIDAT_landbasedwind_class4_moderate_70_3,MIDAT_landbasedwind_class4_moderate_70_4,MIDAT_landbasedwind_class4_moderate_70_5,MIDAT_landbasedwind_class4_moderate_70_6,MIDAT_landbasedwind_class4_moderate_70_7
232,0.305743228,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.399301506,0.305743228,0.255882814,1.0,1.0,1.0,1.0,0.255882814,0.166021944,0.232676557,0.430714891,0.078644823,0.250291698,0.188010115,0.399301506,0.448373278,0.514573096,0.496525323,0.439152265,0.634393575,0.729775462
233,0.305597582,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.490929605,0.305597582,0.043501514,1.0,1.0,1.0,1.0,0.043501514,0.045558381,0.033421286,0.308601076,0.025446008,0.067130035,0.065559883,0.490929605,0.448339826,0.520232634,0.49184571,0.448741779,0.627573919,0.72568907
234,0.305463167,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.447657054,0.305463167,0.000453319,1.0,1.0,1.0,1.0,0.000453319,0.001114464,2.83e-5,0.051879118,0.000558648,0.002858869,0.005559702,0.447657054,0.517849435,0.533902341,0.500339802,0.474826639,0.693912769,0.700961736
235,0.305317521,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.649647011,0.305317521,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.649647011,0.585156667,0.554461748,0.531229869,0.465723937,0.69933668,0.673896541
236,0.305183107,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.555065904,0.305183107,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.555065904,0.563219194,0.668699286,0.531172119,0.457735768,0.643939793,0.529670012
237,0.305061889,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.758837035,0.305061889,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.758837035,0.476756211,0.656368143,0.473411446,0.455352413,0.584823878,0.406517732
238,0.304927474,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.656537349,0.304927474,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.656537349,0.459199462,0.596334003,0.433065897,0.451808422,0.528622969,0.403580298
239,0.304773114,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.487637837,0.304773114,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.487637837,0.41922722,0.638176027,0.44041507,0.429925577,0.551722214,0.451709697
240,0.304647414,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.190602096,0.304647414,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.190602096,0.372904809,0.577591197,0.476271136,0.426861926,0.53890644,0.466660691
241,0.304507714,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.334647975,0.304507714,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.334647975,0.253255895,0.619688286,0.539320739,0.425501602,0.422871413,0.512263971
242,0.304367309,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.483263658,0.304367309,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.483263658,0.296474676,0.562776126,0.592961769,0.431557425,0.31038534,0.460124726
243,0.304252126,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.548000592,0.304252126,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.548000592,0.308236475,0.559401789,0.620429158,0.45103651,0.324496164,0.507978192
244,0.304111721,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.500633078,0.304111721,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.500633078,0.287605636,0.552485463,0.633839987,0.474082843,0.399113537,0.492749031
245,0.304015469,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.495763669,0.304015469,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.495763669,0.329176502,0.541454221,0.633928067,0.484891791,0.462703001,0.593232863
246,0.303875019,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.520205984,0.303875019,0.009071152,1.0,1.0,1.0,1.0,0.009071152,0.008036155,0.003799374,0.014288418,0.008531735,0.034445094,0.005337201,0.520205984,0.370695815,0.542354955,0.635005909,0.488442289,0.507497321,0.58600839
247,0.303735364,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.547094669,0.303735364,0.021755315,1.0,1.0,1.0,1.0,0.021755315,0.023886699,0.02289778,0.16224273,0.043224099,0.223661963,0.080026563,0.547094669,0.427457453,0.52238774,0.634173584,0.475150584,0.51467436,0.557479914
248,0.303586245,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583280227,0.303586245,0.04397913,1.0,1.0,1.0,1.0,0.04397913,0.074290439,0.05304047,0.167546188,0.130693169,0.367173985,0.052840029,0.583280227,0.40403915,0.470182406,0.647339494,0.441422739,0.49863279,0.510834773
249,0.303479776,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.530973462,0.303479776,0.114961093,1.0,1.0,1.0,1.0,0.114961093,0.140611461,0.154798851,0.24295847,0.244285453,0.43776193,0.110209094,0.530973462,0.357101685,0.431872467,0.619951297,0.421050668,0.542136703,0.473319502
250,0.303330612,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.471280496,0.303330612,0.145852573,1.0,1.0,1.0,1.0,0.145852573,0.171032451,0.270008076,0.319966886,0.342907332,0.438763976,0.142699758,0.471280496,0.321420851,0.335414778,0.57479849,0.416983527,0.537592158,0.454092584
251,0.303199671,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.378514401,0.303199671,0.226702873,1.0,1.0,1.0,1.0,0.226702873,0.272566257,0.377406479,0.387167169,0.417768153,0.436092272,0.18136019,0.378514401,0.301503748,0.238771335,0.533957747,0.450149736,0.512880451,0.429351098
252,0.303065257,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.294560192,0.303065257,0.335324896,1.0,1.0,1.0,1.0,0.335324896,0.300928596,0.390193024,0.423244631,0.513113729,0.418238229,0.204786803,0.294560192,0.294356607,0.209953365,0.507288572,0.485668639,0.495596157,0.434987184
253,0.302919611,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.193592855,0.302919611,0.366635692,1.0,1.0,1.0,1.0,0.366635692,0.270893878,0.307856217,0.445335655,0.604176281,0.395098008,0.185446322,0.193592855,0.299500274,0.273463647,0.4905027,0.520535788,0.483386005,0.440161133
254,0.302785152,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.192549477,0.302785152,0.255164304,1.0,1.0,1.0,1.0,0.255164304,0.246637644,0.229845423,0.493561005,0.685532943,0.381640736,0.157325089,0.192549477,0.323044137,0.345800425,0.46600093,0.551300563,0.476185382,0.437332237
255,0.302663978,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.236363705,0.302663978,0.149778254,1.0,1.0,1.0,1.0,0.149778254,0.17910769,0.242597228,0.544507616,0.727469931,0.311334864,0.11369529,0.236363705,0.352334854,0.4252558,0.443838405,0.576826286,0.46577176,0.430050253
256,0.302529564,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.315189477,0.302529564,0.119716194,1.0,1.0,1.0,1.0,0.119716194,0.156109442,0.499396941,0.559233167,0.751427669,0.226377678,0.074885743,0.315189477,0.409573952,0.470514581,0.428743975,0.593273171,0.460839431,0.440309082
257,0.302375204,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.408267313,0.302375204,0.135521485,1.0,1.0,1.0,1.0,0.135521485,0.149127591,0.254033243,0.35179388,0.346590654,0.113118312,0.094865853,0.408267313,0.451981922,0.535249075,0.419874918,0.581285188,0.453941354,0.440502481
258,0.302249503,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.419586728,0.302249503,0.005077144,1.0,1.0,1.0,1.0,0.005077144,0.007674342,0.006369297,0.057259329,0.021210515,0.010590404,0.028465374,0.419586728,0.483075073,0.62513118,0.385343489,0.636830099,0.421985045,0.410859982
259,0.302095099,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.683553506,0.302095099,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.683553506,0.613352547,0.712267306,0.461802511,0.699685775,0.449001903,0.488936177
260,0.301969398,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.744480845,0.301969398,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.744480845,0.706344261,0.755898993,0.460403594,0.675782127,0.47650118,0.528888235
261,0.301839511,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.774408673,0.301839511,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.774408673,0.71446374,0.7560282,0.407143573,0.621833742,0.513656542,0.543965886
262,0.301757214,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.755620311,0.301757214,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.755620311,0.670893965,0.733741726,0.311322282,0.557850489,0.538044998,0.515979782
263,0.301602809,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.687257952,0.301602809,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.687257952,0.621260388,0.699641119,0.209266647,0.500018847,0.538391779,0.428828558
264,0.301477109,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.666283685,0.301477109,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666283685,0.569393123,0.647215297,0.12555879,0.456732567,0.529257538,0.335483986
265,0.301337454,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.66536155,0.301337454,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66536155,0.523789546,0.58691902,0.073950432,0.419390945,0.504758557,0.249898225
266,0.301188334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.632568324,0.301188334,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.632568324,0.505392259,0.545433014,0.047232641,0.391210893,0.475402845,0.180167132
267,0.301081865,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.521085242,0.301081865,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.521085242,0.487089852,0.484852856,0.031604105,0.375184046,0.456430519,0.153320141
268,0.300932702,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.490173207,0.300932702,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.490173207,0.457957136,0.431593324,0.024587224,0.378400235,0.44211679,0.157645934
269,0.30080176,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.467124353,0.30080176,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.467124353,0.432133768,0.404102253,0.019298273,0.380232714,0.414587362,0.159992427
270,0.300652641,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.435295134,0.300652641,0.177339447,1.0,1.0,1.0,1.0,0.177339447,0.14636848,0.198260407,0.007457901,0.125532867,0.075201612,0.020997673,0.435295134,0.422530417,0.375378872,0.01552278,0.387339232,0.37621065,0.147570752
271,0.3005217,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.275540553,0.3005217,0.740089522,1.0,1.0,1.0,1.0,0.740089522,0.649722149,0.764594196,0.116485023,0.58081017,0.415723521,0.201623941,0.275540553,0.30441503,0.30687386,0.011038345,0.350822091,0.205650272,0.124681054
272,0.300372537,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.241186061,0.300372537,0.922906305,1.0,1.0,1.0,1.0,0.922906305,0.802203724,0.981933629,0.268676194,0.823600216,0.688180601,0.395156579,0.241186061,0.278642342,0.263409255,0.006545439,0.273688739,0.079107014,0.106902372
273,0.300266067,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.225337496,0.300266067,0.928470443,1.0,1.0,1.0,1.0,0.928470443,0.857628439,0.979414527,0.317498353,0.890874812,0.767650495,0.404992891,0.225337496,0.257652058,0.278163538,0.010393064,0.282222032,0.068893733,0.102077546
274,0.300116948,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.214788562,0.300116948,0.958342634,1.0,1.0,1.0,1.0,0.958342634,0.922830515,0.953446445,0.436192382,0.862528336,0.77054663,0.330116548,0.214788562,0.237424379,0.278939029,0.016493273,0.289496425,0.053768563,0.095816783
275,0.299977293,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.195355516,0.299977293,0.916611424,1.0,1.0,1.0,1.0,0.916611424,0.882333253,0.923375464,0.488732895,0.800167664,0.776677584,0.337485703,0.195355516,0.222246799,0.287485889,0.024392112,0.308713321,0.045363967,0.106775324
276,0.299851548,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.20814377,0.299851548,0.849912465,1.0,1.0,1.0,1.0,0.849912465,0.831216042,0.901843237,0.386910067,0.771217465,0.745521618,0.37224378,0.20814377,0.222649023,0.30783388,0.042348346,0.339149676,0.056444251,0.13192187
277,0.299697188,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.230892434,0.299697188,0.885569416,1.0,1.0,1.0,1.0,0.885569416,0.826778811,0.906434922,0.405039399,0.733303131,0.68755508,0.344994336,0.230892434,0.226974315,0.351691531,0.074781212,0.379954138,0.077463242,0.165667579
278,0.299571488,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.213979646,0.299571488,0.808089537,1.0,1.0,1.0,1.0,0.808089537,0.718514272,0.816912266,0.46188403,0.645225016,0.57065403,0.268045425,0.213979646,0.22630072,0.403183143,0.107959389,0.415555295,0.10244005,0.193063238
279,0.299485004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.239118912,0.299485004,0.586929876,1.0,1.0,1.0,1.0,0.586929876,0.497709398,0.440809071,0.393609748,0.54469752,0.374357553,0.182371966,0.239118912,0.228088152,0.462460743,0.14084476,0.441734856,0.125734704,0.220658855
280,0.299359303,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.266960687,0.299359303,0.370767972,1.0,1.0,1.0,1.0,0.370767972,0.201127253,0.208910634,0.337969376,0.437307263,0.1639063,0.157930485,0.266960687,0.215360071,0.524348286,0.180675117,0.460597611,0.148214581,0.228619305
281,0.299204899,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.256222386,0.299204899,0.089598953,1.0,1.0,1.0,1.0,0.089598953,0.044076911,0.047542147,0.234280392,0.193844214,0.055650902,0.11451341,0.256222386,0.200409728,0.553402211,0.238616193,0.44296369,0.157285742,0.23429308
282,0.299079198,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.264637793,0.299079198,0.002165487,1.0,1.0,1.0,1.0,0.002165487,0.001818125,0.000848627,0.043912309,0.01310992,0.004682908,0.014790247,0.264637793,0.234462394,0.56616594,0.334436075,0.47232309,0.174505552,0.242064825
283,0.298924838,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.294996836,0.298924838,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.294996836,0.298060947,0.623051231,0.585731709,0.58947207,0.254397463,0.327605797
284,0.298790424,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.36040556,0.298790424,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36040556,0.343530167,0.639725266,0.673632359,0.607651654,0.310261346,0.350441543
285,0.298669206,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.541771805,0.298669206,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.541771805,0.441166409,0.60038748,0.662353948,0.583933603,0.351692854,0.324205275
286,0.298534791,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.607584055,0.298534791,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.607584055,0.535819182,0.567736733,0.601434398,0.531744003,0.369123772,0.286038496
287,0.298389145,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.613503172,0.298389145,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.613503172,0.539567442,0.537421148,0.528117021,0.471285625,0.362368287,0.287539186
288,0.298254731,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.584935451,0.298254731,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.584935451,0.48802889,0.490262947,0.463477259,0.418469163,0.363068436,0.264856836
289,0.298123745,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.540470551,0.298123745,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.540470551,0.454724269,0.432740614,0.415291204,0.388742506,0.362693969,0.254481911
290,0.297974626,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.524841886,0.297974626,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.524841886,0.435523934,0.368320345,0.38513747,0.369863786,0.373651392,0.229834945
291,0.297868157,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.46782466,0.297868157,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46782466,0.402561999,0.321794643,0.366571567,0.356977423,0.366265925,0.199105208
292,0.297719038,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.40053363,0.297719038,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40053363,0.352996556,0.287364575,0.359651217,0.348658529,0.35024326,0.181915974
293,0.297579382,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.360418854,0.297579382,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.7e-5,0.0,0.0,0.0,0.0,0.360418854,0.311725464,0.257648367,0.360937044,0.341649923,0.340995432,0.168974376
294,0.297438933,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.312531911,0.297438933,0.162251352,1.0,1.0,1.0,1.0,0.162251352,0.119912843,0.199099665,0.024559763,0.143120487,0.015204802,0.03144657,0.312531911,0.279717946,0.236004879,0.354753952,0.333787396,0.323733198,0.155561649
295,0.297342681,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.210617279,0.297342681,0.715426491,1.0,1.0,1.0,1.0,0.715426491,0.581249587,0.761585205,0.358918484,0.668078719,0.114844695,0.27881828,0.210617279,0.128930047,0.201663251,0.339918277,0.261643477,0.212587361,0.123800616
296,0.297202276,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.199080777,0.297202276,0.958554922,1.0,1.0,1.0,1.0,0.958554922,0.869690386,0.980336715,0.81758963,0.947977885,0.289275771,0.514516458,0.199080777,0.099331696,0.246671717,0.35617126,0.171776839,0.15787775,0.093235405
297,0.297087093,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.174071239,0.297087093,0.983655789,1.0,1.0,1.0,1.0,0.983655789,0.96245929,0.995208989,0.954409101,0.990747284,0.440320872,0.639404436,0.174071239,0.109888558,0.403828603,0.37753884,0.205607167,0.143949286,0.086686908
298,0.296946643,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.197877731,0.296946643,0.958083242,1.0,1.0,1.0,1.0,0.958083242,0.935145748,0.967498241,0.9407886,0.975259083,0.524624944,0.689752229,0.197877731,0.128226495,0.464024168,0.381713783,0.246841645,0.118067921,0.08725048
299,0.296806988,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.216893779,0.296806988,0.902517329,1.0,1.0,1.0,1.0,0.902517329,0.902528476,0.932281713,0.865398299,0.948402462,0.553077804,0.695463366,0.216893779,0.151934194,0.511071708,0.380201479,0.277533391,0.087957676,0.082584729
300,0.296681288,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.272635034,0.296681288,0.896228796,1.0,1.0,1.0,1.0,0.896228796,0.901211375,0.927633627,0.805676454,0.93898005,0.533523172,0.650604306,0.272635034,0.169069599,0.532527057,0.383730485,0.294086046,0.072194146,0.086905271
301,0.296526928,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.292645095,0.296526928,0.947451281,1.0,1.0,1.0,1.0,0.947451281,0.904054556,0.959951398,0.7487989,0.953716955,0.469222057,0.62095105,0.292645095,0.180557966,0.553406617,0.403527941,0.308111367,0.064491694,0.096506682
302,0.296392513,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.321927963,0.296392513,0.963733308,1.0,1.0,1.0,1.0,0.963733308,0.868932541,0.977325443,0.653421912,0.955616049,0.350366114,0.567120816,0.321927963,0.190715287,0.563058634,0.448373116,0.318570154,0.063280092,0.119732402
303,0.296271295,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.325964354,0.296271295,0.949813529,1.0,1.0,1.0,1.0,0.949813529,0.741576796,0.973365921,0.498356916,0.911405398,0.23639789,0.427850412,0.325964354,0.188295627,0.571211291,0.48538609,0.330115979,0.072651486,0.137037194
304,0.296136881,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.350116605,0.296136881,0.769892181,1.0,1.0,1.0,1.0,0.769892181,0.530995561,0.75802666,0.322862423,0.74079828,0.147350295,0.262079056,0.350116605,0.192294505,0.568089001,0.52816524,0.341335239,0.099096137,0.179396135
305,0.295991235,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.390642501,0.295991235,0.261677705,1.0,1.0,1.0,1.0,0.261677705,0.178747162,0.212821931,0.164807563,0.304124945,0.07811975,0.107330543,0.390642501,0.213184138,0.541003491,0.597509692,0.343418848,0.142590112,0.249314096
306,0.29585682,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.490054337,0.29585682,0.007290295,1.0,1.0,1.0,1.0,0.007290295,0.008008947,0.004783655,0.025038692,0.017443906,0.004949765,0.008949824,0.490054337,0.327787687,0.554310415,0.628079331,0.440704812,0.234394149,0.377205251
307,0.29571113,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.605161937,0.29571113,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.605161937,0.498928861,0.63456261,0.695614515,0.567346069,0.297908092,0.51196078
308,0.295576715,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.54556565,0.295576715,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54556565,0.506207588,0.594597355,0.709220959,0.580613678,0.338669076,0.560642729
309,0.295446828,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.554888881,0.295446828,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.554888881,0.494154403,0.552384724,0.697017898,0.563940081,0.371986264,0.562905851
310,0.295321127,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.469942418,0.295321127,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.469942418,0.4738991,0.474133834,0.664926619,0.529577619,0.367114198,0.512687357
311,0.295181428,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.432923131,0.295181428,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.432923131,0.409049764,0.419231414,0.624970669,0.485937173,0.355622193,0.451300985
312,0.295084426,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.34961508,0.295084426,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34961508,0.332861224,0.393947204,0.591658335,0.431623551,0.370396286,0.46050643
313,0.294944771,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.345174634,0.294944771,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.345174634,0.300604082,0.367816945,0.562277201,0.407534614,0.389870982,0.441295647
314,0.294804365,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.384675406,0.294804365,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.384675406,0.267731955,0.342661435,0.559320298,0.38796199,0.409245123,0.40638682
315,0.294689182,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.349967935,0.294689182,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.349967935,0.252992319,0.312418258,0.566126087,0.376967061,0.396833651,0.378316151
316,0.294548733,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.317580115,0.294548733,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.317580115,0.21684975,0.286177019,0.563753258,0.373429347,0.403693015,0.3466132
317,0.294409078,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.259803976,0.294409078,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.97e-5,0.0,0.0,0.0,0.0,0.259803976,0.135871946,0.257702081,0.565785056,0.368467496,0.392263549,0.313837401
