Time_Index,natgas_fossil_CA,natgas_fossil_NW,natgas_fossil_SW,natgas_fossil_TX,natgas_fossil_NCEN,natgas_fossil_CEN,natgas_fossil_SE,natgas_fossil_MIDAT,natgas_fossil_NE,uranium_source,gasoline_fossil_CA,gasoline_fossil_NW,gasoline_fossil_SW,gasoline_fossil_NCEN,gasoline_fossil_CEN,gasoline_fossil_TX,gasoline_fossil_SE,gasoline_fossil_MIDAT,gasoline_fossil_NE,jetfuel_fossil_CA,jetfuel_fossil_NW,jetfuel_fossil_SW,jetfuel_fossil_NCEN,jetfuel_fossil_CEN,jetfuel_fossil_TX,jetfuel_fossil_SE,jetfuel_fossil_MIDAT,jetfuel_fossil_NE,diesel_fossil_CA,diesel_fossil_SW,diesel_fossil_NW,diesel_fossil_NCEN,diesel_fossil_CEN,diesel_fossil_TX,diesel_fossil_SE,diesel_fossil_MIDAT,diesel_fossil_NE
193,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
194,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
195,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
196,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
197,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
198,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
199,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
200,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
201,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
202,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
203,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
204,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
205,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
206,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
207,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
208,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
209,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
210,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
211,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
212,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
213,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
214,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
215,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
216,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
217,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
218,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
219,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
220,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
221,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
222,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
223,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
224,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
225,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
226,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
227,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
228,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
229,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
230,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
231,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
232,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
233,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
234,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
235,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
236,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
237,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
238,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
239,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
240,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
241,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
242,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
243,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
244,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
245,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
246,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
247,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
248,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
249,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
250,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
251,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
252,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
253,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
254,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
255,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
256,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
257,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
258,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
259,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
260,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
261,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
262,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
263,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
264,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
