zone,Investment,FixedOM,VariableOM,Fuel,Startup,NonServedDemand,Total
NCEN_Bio_H2_Wood_transforms_co2_sink,0.0,0.0,1.097478391649851e-7,0.0,0.0,0.0,1.097478391649851e-7
co2_sink_CEN_Bio_H2_Wood_transforms,0.0,0.0,1.0736600223419498e-7,0.0,0.0,0.0,1.0736600223419498e-7
CEN_Bio_H2_Wood_transforms_co2_sink,0.0,0.0,1.0882183133629065e-7,0.0,0.0,0.0,1.0882183133629065e-7
co2_sink_SE_Bio_H2_Wood_transforms,0.0,0.0,1.1792021392019957e-7,0.0,0.0,0.0,1.1792021392019957e-7
SE_Bio_H2_Wood_transforms_co2_sink,0.0,0.0,1.195024697825476e-7,0.0,0.0,0.0,1.195024697825476e-7
co2_sink_MIDAT_Bio_H2_Wood_transforms,0.0,0.0,1.1588652476049778e-7,0.0,0.0,0.0,1.1588652476049778e-7
MIDAT_Bio_H2_Wood_transforms_co2_sink,0.0,0.0,1.1745440755453639e-7,0.0,0.0,0.0,1.1745440755453639e-7
co2_sink_NE_Bio_H2_Wood_transforms,0.0,0.0,1.0643732605479778e-7,0.0,0.0,0.0,1.0643732605479778e-7
NE_Bio_H2_Wood_transforms_co2_sink,0.0,0.0,1.0786159361669652e-7,0.0,0.0,0.0,1.0786159361669652e-7
co2_sink_CA_Bio_H2_Agri_transforms,0.0,0.0,6.846303771657027e-8,0.0,0.0,0.0,6.846303771657027e-8
CA_Bio_H2_Agri_transforms_co2_sink,0.0,0.0,6.943618525652682e-8,0.0,0.0,0.0,6.943618525652682e-8
co2_sink_NW_Bio_H2_Agri_transforms,0.0,0.0,5.3233067750315836e-8,0.0,0.0,0.0,5.3233067750315836e-8
NW_Bio_H2_Agri_transforms_co2_sink,0.0,0.0,5.401474338259851e-8,0.0,0.0,0.0,5.401474338259851e-8
co2_sink_SW_Bio_H2_Agri_transforms,0.0,0.0,6.299462261912224e-8,0.0,0.0,0.0,6.299462261912224e-8
SW_Bio_H2_Agri_transforms_co2_sink,0.0,0.0,6.390702581292453e-8,0.0,0.0,0.0,6.390702581292453e-8
co2_sink_TX_Bio_H2_Agri_transforms,0.0,0.0,8.928487061048427e-8,0.0,0.0,0.0,8.928487061048427e-8
TX_Bio_H2_Agri_transforms_co2_sink,0.0,0.0,9.062082025799572e-8,0.0,0.0,0.0,9.062082025799572e-8
co2_sink_NCEN_Bio_H2_Agri_transforms,0.0,0.0,9.932815662619209e-8,0.0,0.0,0.0,9.932815662619209e-8
NCEN_Bio_H2_Agri_transforms_co2_sink,0.0,0.0,1.0074745814068597e-7,0.0,0.0,0.0,1.0074745814068597e-7
co2_sink_CEN_Bio_H2_Agri_transforms,0.0,0.0,9.270176056445849e-8,0.0,0.0,0.0,9.270176056445849e-8
CEN_Bio_H2_Agri_transforms_co2_sink,0.0,0.0,9.403416927037192e-8,0.0,0.0,0.0,9.403416927037192e-8
co2_sink_SE_Bio_H2_Agri_transforms,0.0,0.0,9.612722402640915e-8,0.0,0.0,0.0,9.612722402640915e-8
SE_Bio_H2_Agri_transforms_co2_sink,0.0,0.0,9.751786541934059e-8,0.0,0.0,0.0,9.751786541934059e-8
co2_sink_MIDAT_Bio_H2_Agri_transforms,0.0,0.0,7.889247857140585e-8,0.0,0.0,0.0,7.889247857140585e-8
MIDAT_Bio_H2_Agri_transforms_co2_sink,0.0,0.0,8.00210943952705e-8,0.0,0.0,0.0,8.00210943952705e-8
co2_sink_NE_Bio_H2_Agri_transforms,0.0,0.0,7.351975362685507e-8,0.0,0.0,0.0,7.351975362685507e-8
NE_Bio_H2_Agri_transforms_co2_sink,0.0,0.0,7.456721573049507e-8,0.0,0.0,0.0,7.456721573049507e-8
co2_sink_CA_Bio_H2_CCS_99_Herb_transforms,0.0,0.0,5.4598960984540486e-8,0.0,0.0,0.0,5.4598960984540486e-8
CA_Bio_H2_CCS_99_Herb_transforms_co2_sink,0.0,0.0,1.3211684487936318e-9,0.0,0.0,0.0,1.3211684487936318e-9
co2_sink_NW_Bio_H2_CCS_99_Herb_transforms,0.0,0.0,4.561090879378844e-8,0.0,0.0,0.0,4.561090879378844e-8
NW_Bio_H2_CCS_99_Herb_transforms_co2_sink,0.0,0.0,1.101802469845465e-9,0.0,0.0,0.0,1.101802469845465e-9
co2_sink_SW_Bio_H2_CCS_99_Herb_transforms,0.0,0.0,4.2076708582498926e-8,0.0,0.0,0.0,4.2076708582498926e-8
SW_Bio_H2_CCS_99_Herb_transforms_co2_sink,0.0,0.0,1.0220018035979562e-9,0.0,0.0,0.0,1.0220018035979562e-9
co2_sink_TX_Bio_H2_CCS_99_Herb_transforms,0.0,0.0,4.6787890536086464e-8,0.0,0.0,0.0,4.6787890536086464e-8
TX_Bio_H2_CCS_99_Herb_transforms_co2_sink,0.0,0.0,1.1348715557513367e-9,0.0,0.0,0.0,1.1348715557513367e-9
co2_sink_NCEN_Bio_H2_CCS_99_Herb_transforms,0.0,0.0,4.4405883147553834e-8,0.0,0.0,0.0,4.4405883147553834e-8
NCEN_Bio_H2_CCS_99_Herb_transforms_co2_sink,0.0,0.0,1.067635222729492e-9,0.0,0.0,0.0,1.067635222729492e-9
co2_sink_CEN_Bio_H2_CCS_99_Herb_transforms,0.0,0.0,4.523529691660642e-8,0.0,0.0,0.0,4.523529691660642e-8
CEN_Bio_H2_CCS_99_Herb_transforms_co2_sink,0.0,0.0,1.0938439706750746e-9,0.0,0.0,0.0,1.0938439706750746e-9
co2_sink_SE_Bio_H2_CCS_99_Herb_transforms,0.0,0.0,4.212722493108055e-8,0.0,0.0,0.0,4.212722493108055e-8
SE_Bio_H2_CCS_99_Herb_transforms_co2_sink,0.0,0.0,1.0207746923755227e-9,0.0,0.0,0.0,1.0207746923755227e-9
co2_sink_MIDAT_Bio_H2_CCS_99_Herb_transforms,0.0,0.0,4.053247001996163e-8,0.0,0.0,0.0,4.053247001996163e-8
MIDAT_Bio_H2_CCS_99_Herb_transforms_co2_sink,0.0,0.0,9.758195789351293e-10,0.0,0.0,0.0,9.758195789351293e-10
co2_sink_NE_Bio_H2_CCS_99_Herb_transforms,0.0,0.0,3.931924088555413e-8,0.0,0.0,0.0,3.931924088555413e-8
NE_Bio_H2_CCS_99_Herb_transforms_co2_sink,0.0,0.0,9.437567683374428e-10,0.0,0.0,0.0,9.437567683374428e-10
co2_sink_CA_Bio_H2_CCS_99_Wood_transforms,0.0,0.0,5.472105832450637e-8,0.0,0.0,0.0,5.472105832450637e-8
CA_Bio_H2_CCS_99_Wood_transforms_co2_sink,0.0,0.0,1.272694107148177e-9,0.0,0.0,0.0,1.272694107148177e-9
co2_sink_NW_Bio_H2_CCS_99_Wood_transforms,0.0,0.0,5.755409612958595e-8,0.0,0.0,0.0,5.755409612958595e-8
NW_Bio_H2_CCS_99_Wood_transforms_co2_sink,0.0,0.0,1.3490773699653034e-9,0.0,0.0,0.0,1.3490773699653034e-9
co2_sink_SW_Bio_H2_CCS_99_Wood_transforms,0.0,0.0,5.489262842506993e-8,0.0,0.0,0.0,5.489262842506993e-8
SW_Bio_H2_CCS_99_Wood_transforms_co2_sink,0.0,0.0,1.294898650976824e-9,0.0,0.0,0.0,1.294898650976824e-9
co2_sink_TX_Bio_H2_CCS_99_Wood_transforms,0.0,0.0,6.205762340215168e-8,0.0,0.0,0.0,6.205762340215168e-8
TX_Bio_H2_CCS_99_Wood_transforms_co2_sink,0.0,0.0,1.4532667046976533e-9,0.0,0.0,0.0,1.4532667046976533e-9
co2_sink_NCEN_Bio_H2_CCS_99_Wood_transforms,0.0,0.0,5.818168070377906e-8,0.0,0.0,0.0,5.818168070377906e-8
NCEN_Bio_H2_CCS_99_Wood_transforms_co2_sink,0.0,0.0,1.3707311953432871e-9,0.0,0.0,0.0,1.3707311953432871e-9
co2_sink_CEN_Bio_H2_CCS_99_Wood_transforms,0.0,0.0,6.190685764118397e-8,0.0,0.0,0.0,6.190685764118397e-8
CEN_Bio_H2_CCS_99_Wood_transforms_co2_sink,0.0,0.0,1.4584944942804838e-9,0.0,0.0,0.0,1.4584944942804838e-9
co2_sink_SE_Bio_H2_CCS_99_Wood_transforms,0.0,0.0,5.692027007842655e-8,0.0,0.0,0.0,5.692027007842655e-8
SE_Bio_H2_CCS_99_Wood_transforms_co2_sink,0.0,0.0,1.3329600586107408e-9,0.0,0.0,0.0,1.3329600586107408e-9
co2_sink_MIDAT_Bio_H2_CCS_99_Wood_transforms,0.0,0.0,5.260119402284295e-8,0.0,0.0,0.0,5.260119402284295e-8
MIDAT_Bio_H2_CCS_99_Wood_transforms_co2_sink,0.0,0.0,1.2376780051548552e-9,0.0,0.0,0.0,1.2376780051548552e-9
co2_sink_NE_Bio_H2_CCS_99_Wood_transforms,0.0,0.0,4.918798262320982e-8,0.0,0.0,0.0,4.918798262320982e-8
NE_Bio_H2_CCS_99_Wood_transforms_co2_sink,0.0,0.0,1.1500779479080511e-9,0.0,0.0,0.0,1.1500779479080511e-9
co2_sink_CA_Bio_H2_CCS_99_Agri_transforms,0.0,0.0,5.2083094948503564e-8,0.0,0.0,0.0,5.2083094948503564e-8
CA_Bio_H2_CCS_99_Agri_transforms_co2_sink,0.0,0.0,1.2611506521001319e-9,0.0,0.0,0.0,1.2611506521001319e-9
co2_sink_NW_Bio_H2_CCS_99_Agri_transforms,0.0,0.0,4.824935213586122e-8,0.0,0.0,0.0,4.824935213586122e-8
NW_Bio_H2_CCS_99_Agri_transforms_co2_sink,0.0,0.0,1.1909881550875674e-9,0.0,0.0,0.0,1.1909881550875674e-9
co2_sink_SW_Bio_H2_CCS_99_Agri_transforms,0.0,0.0,5.316783619881255e-8,0.0,0.0,0.0,5.316783619881255e-8
SW_Bio_H2_CCS_99_Agri_transforms_co2_sink,0.0,0.0,1.3017520847669566e-9,0.0,0.0,0.0,1.3017520847669566e-9
co2_sink_TX_Bio_H2_CCS_99_Agri_transforms,0.0,0.0,5.656565801410926e-8,0.0,0.0,0.0,5.656565801410926e-8
TX_Bio_H2_CCS_99_Agri_transforms_co2_sink,0.0,0.0,1.4120359316314333e-9,0.0,0.0,0.0,1.4120359316314333e-9
co2_sink_NCEN_Bio_H2_CCS_99_Agri_transforms,0.0,0.0,6.059486198525953e-8,0.0,0.0,0.0,6.059486198525953e-8
NCEN_Bio_H2_CCS_99_Agri_transforms_co2_sink,0.0,0.0,1.4717895083519535e-9,0.0,0.0,0.0,1.4717895083519535e-9
co2_sink_CEN_Bio_H2_CCS_99_Agri_transforms,0.0,0.0,5.5819615184107646e-8,0.0,0.0,0.0,5.5819615184107646e-8
CEN_Bio_H2_CCS_99_Agri_transforms_co2_sink,0.0,0.0,1.3604952751713446e-9,0.0,0.0,0.0,1.3604952751713446e-9
co2_sink_SE_Bio_H2_CCS_99_Agri_transforms,0.0,0.0,5.1180464973409874e-8,0.0,0.0,0.0,5.1180464973409874e-8
SE_Bio_H2_CCS_99_Agri_transforms_co2_sink,0.0,0.0,1.2522158477309062e-9,0.0,0.0,0.0,1.2522158477309062e-9
co2_sink_MIDAT_Bio_H2_CCS_99_Agri_transforms,0.0,0.0,4.694673977765381e-8,0.0,0.0,0.0,4.694673977765381e-8
MIDAT_Bio_H2_CCS_99_Agri_transforms_co2_sink,0.0,0.0,1.1410755707148485e-9,0.0,0.0,0.0,1.1410755707148485e-9
co2_sink_NE_Bio_H2_CCS_99_Agri_transforms,0.0,0.0,4.3219942514379055e-8,0.0,0.0,0.0,4.3219942514379055e-8
NE_Bio_H2_CCS_99_Agri_transforms_co2_sink,0.0,0.0,1.0479693328489024e-9,0.0,0.0,0.0,1.0479693328489024e-9
CEN_CEN_Bio_Ethanol_CCS_20_Herb_transforms,1.400022096545217e-7,1.6785380430972002e-7,9.512586980099555e-10,0.0,0.0,0.0,3.088072726622517e-7
CEN_CEN_Bio_Ethanol_CCS_86_Herb_transforms,2.0231008644693782e-7,1.800974064779849e-7,5.021128619085885e-9,0.0,0.0,0.0,3.874286215440086e-7
CEN_CEN_Bio_Ethanol_Herb_transforms,1.3833855997864238e-7,1.7160296664969702e-7,9.34073980736056e-10,0.0,0.0,0.0,3.108756006090754e-7
MIDAT_MIDAT_Bio_Ethanol_CCS_20_Herb_transforms,1.3545392325729984e-7,1.6240069627129855e-7,8.91345689125011e-10,0.0,0.0,0.0,2.987459652177234e-7
MIDAT_MIDAT_Bio_Ethanol_CCS_86_Herb_transforms,1.3107816626246605e-7,1.1668641047193594e-7,2.1254450684240705e-9,0.0,0.0,0.0,2.498900218028261e-7
MIDAT_MIDAT_Bio_Ethanol_Herb_transforms,1.3779106663128e-7,1.7092382496539103e-7,9.269529817379968e-10,0.0,0.0,0.0,3.0964184457840897e-7
NCEN_NCEN_Bio_Ethanol_CCS_20_Herb_transforms,1.3837803591868242e-7,1.659065226125718e-7,9.298652020673974e-10,0.0,0.0,0.0,3.0521442373332165e-7
NCEN_NCEN_Bio_Ethanol_CCS_86_Herb_transforms,1.6406490276016251e-7,1.4605136105716535e-7,3.4672941021761385e-9,0.0,0.0,0.0,3.13583557919504e-7
NCEN_NCEN_Bio_Ethanol_Herb_transforms,1.3820761060650466e-7,1.7144052964917295e-7,9.323707634796879e-10,0.0,0.0,0.0,3.105805110191573e-7
SE_SE_Bio_Ethanol_CCS_20_Herb_transforms,1.3722075034170887e-7,1.6451901032082204e-7,9.146201468611559e-10,0.0,0.0,0.0,3.0265438080939205e-7
SE_SE_Bio_Ethanol_CCS_86_Herb_transforms,1.4190091214101129e-7,1.2632087061145806e-7,2.566136063569156e-9,0.0,0.0,0.0,2.707879188160385e-7
SE_SE_Bio_Ethanol_Herb_transforms,1.3794376094230185e-7,1.7111323561680975e-7,9.289390624153043e-10,0.0,0.0,0.0,3.0998593562152695e-7
TX_TX_Bio_Ethanol_CCS_20_Herb_transforms,1.4126644465930976e-7,1.6936954220856351e-7,9.67911648777124e-10,0.0,0.0,0.0,3.116038985166504e-7
TX_TX_Bio_Ethanol_CCS_86_Herb_transforms,2.1531187285361757e-7,1.9167165891664368e-7,5.5492994866093075e-9,0.0,0.0,0.0,4.125328312568705e-7
TX_TX_Bio_Ethanol_Herb_transforms,1.3820280017815244e-7,1.7143456252203048e-7,9.323081867875896e-10,0.0,0.0,0.0,3.105696708869705e-7
CEN_CEN_Bio_Ethanol_CCS_20_Wood_transforms,1.4021671958566394e-7,1.6811098816484127e-7,9.54085279042391e-10,0.0,0.0,0.0,3.0928179302954755e-7
CEN_CEN_Bio_Ethanol_CCS_86_Wood_transforms,2.718749942006054e-7,2.420244200458515e-7,7.84640016187938e-9,0.0,0.0,0.0,5.217458144083362e-7
CEN_CEN_Bio_Ethanol_Wood_transforms,1.3862747956729783e-7,1.7196135883293315e-7,9.378318541636635e-10,0.0,0.0,0.0,3.115266702543947e-7
MIDAT_MIDAT_Bio_Ethanol_CCS_20_Wood_transforms,1.3545187530872523e-7,1.6239824091034296e-7,8.913194488119354e-10,0.0,0.0,0.0,2.987414356678801e-7
MIDAT_MIDAT_Bio_Ethanol_CCS_86_Wood_transforms,1.3300942556712048e-7,1.1840562674094766e-7,2.2041096030395765e-9,0.0,0.0,0.0,2.536191619111077e-7
MIDAT_MIDAT_Bio_Ethanol_Wood_transforms,1.380090804805488e-7,1.711942616629468e-7,9.297886656674842e-10,0.0,0.0,0.0,3.101331308091631e-7
NCEN_NCEN_Bio_Ethanol_CCS_20_Wood_transforms,1.3847779168448154e-7,1.660261234733906e-7,9.311799916588553e-10,0.0,0.0,0.0,3.0543509514953097e-7
NCEN_NCEN_Bio_Ethanol_CCS_86_Wood_transforms,1.733872163553222e-7,1.5435012920238618e-7,3.845916784410747e-9,0.0,0.0,0.0,3.3158326234211913e-7
NCEN_NCEN_Bio_Ethanol_Wood_transforms,1.384456363215608e-7,1.7173579019582645e-7,9.354666948262136e-10,0.0,0.0,0.0,3.111168932122135e-7
SE_SE_Bio_Ethanol_CCS_20_Wood_transforms,1.3733120496527544e-7,1.6465143843617105e-7,9.16076414152515e-10,0.0,0.0,0.0,3.02898719815599e-7
SE_SE_Bio_Ethanol_CCS_86_Wood_transforms,1.5711828437588523e-7,1.3986744815014003e-7,3.1849166794857702e-9,0.0,0.0,0.0,3.00170649205511e-7
SE_SE_Bio_Ethanol_Wood_transforms,1.3824597090441821e-7,1.7148811393026237e-7,9.328698575973448e-10,0.0,0.0,0.0,3.1066695469227794e-7
TX_TX_Bio_Ethanol_CCS_20_Wood_transforms,1.4169300931107386e-7,1.6988096627650747e-7,9.73531987737493e-10,0.0,0.0,0.0,3.125475075753188e-7
TX_TX_Bio_Ethanol_CCS_86_Wood_transforms,3.019518656249483e-7,2.687989948267124e-7,9.068170194904051e-9,0.0,0.0,0.0,5.798190306465647e-7
TX_TX_Bio_Ethanol_Wood_transforms,1.3845728970439183e-7,1.717502457103671e-7,9.35618254484282e-10,0.0,0.0,0.0,3.111431536692432e-7
CEN_CEN_Bio_Ethanol_Agri_transforms,1.379761933019523e-7,1.7115346654831812e-7,9.293604285854982e-10,0.0,0.0,0.0,3.100590202788559e-7
CEN_CEN_Bio_Ethanol_CCS_20_Agri_transforms,1.4001559537578142e-7,1.6786985294382668e-7,9.514350784060655e-10,0.0,0.0,0.0,3.0883688339801414e-7
CEN_CEN_Bio_Ethanol_CCS_86_Agri_transforms,2.0497879352623223e-7,1.824731022827337e-7,5.129502361523787e-9,0.0,0.0,0.0,3.9258139817048965e-7
MIDAT_MIDAT_Bio_Ethanol_Agri_transforms,1.3747767623827317e-7,1.7053507781370906e-7,9.228764524448072e-10,0.0,0.0,0.0,3.0893563050442706e-7
MIDAT_MIDAT_Bio_Ethanol_CCS_20_Agri_transforms,1.3545396909009925e-7,1.624007512219294e-7,8.913462597237274e-10,0.0,0.0,0.0,2.9874606657175234e-7
MIDAT_MIDAT_Bio_Ethanol_CCS_86_Agri_transforms,1.3114785227001533e-7,1.16748445289121e-7,2.1282728585709653e-9,0.0,0.0,0.0,2.5002457041770733e-7
NCEN_NCEN_Bio_Ethanol_Agri_transforms,1.3786400048466494e-7,1.710142962382739e-7,9.279011826508274e-10,0.0,0.0,0.0,3.0980619790558967e-7
NCEN_NCEN_Bio_Ethanol_CCS_20_Agri_transforms,1.383690858854215e-7,1.658957920881376e-7,9.297472421899019e-10,0.0,0.0,0.0,3.0519462521574897e-7
NCEN_NCEN_Bio_Ethanol_CCS_86_Agri_transforms,1.633505113334914e-7,1.4541540639265425e-7,3.4382780306248964e-9,0.0,0.0,0.0,3.122041957567705e-7
SE_SE_Bio_Ethanol_Agri_transforms,1.3763540503566902e-7,1.707307335265009e-7,9.249280085755404e-10,0.0,0.0,0.0,3.0929106657074545e-7
SE_SE_Bio_Ethanol_CCS_20_Agri_transforms,1.3721559593408037e-7,1.6451283051172088e-7,9.145521934890363e-10,0.0,0.0,0.0,3.026429786392903e-7
SE_SE_Bio_Ethanol_CCS_86_Agri_transforms,1.4150132943165603e-7,1.2596516017263522e-7,2.549878636360188e-9,0.0,0.0,0.0,2.7001636824065147e-7
TX_TX_Bio_Ethanol_Agri_transforms,1.376836984658236e-7,1.70790639426096e-7,9.25555908800404e-10,0.0,0.0,0.0,3.0939989380072003e-7
TX_TX_Bio_Ethanol_CCS_20_Agri_transforms,1.4106223700940443e-7,1.6912471013776735e-7,9.652211052364096e-10,0.0,0.0,0.0,3.1115216825240815e-7
TX_TX_Bio_Ethanol_CCS_86_Agri_transforms,1.957919562380331e-7,1.7429493579386783e-7,4.756601287443676e-9,0.0,0.0,0.0,3.7484349331934456e-7
CA_NW,1.12706842866141e-6,0.0,0.0,0.0,0.0,0.0,1.12706842866141e-6
CA_SW,7.489153277818876e-6,0.0,0.0,0.0,0.0,0.0,7.489153277818876e-6
NW_SW,1.501502814566295e-6,0.0,0.0,0.0,0.0,0.0,1.501502814566295e-6
SW_CEN,5.8333660529591396e-5,0.0,0.0,0.0,0.0,0.0,5.8333660529591396e-5
TX_CEN,7.49405357641884e-7,0.0,0.0,0.0,0.0,0.0,7.49405357641884e-7
NCEN_CEN,1.9044286162857188e-6,0.0,0.0,0.0,0.0,0.0,1.9044286162857188e-6
NCEN_SE,1.5978803879239405e-6,0.0,0.0,0.0,0.0,0.0,1.5978803879239405e-6
NCEN_MIDAT,1.2761441944573992e-6,0.0,0.0,0.0,0.0,0.0,1.2761441944573992e-6
CEN_SE,3.5613105699480685e-6,0.0,0.0,0.0,0.0,0.0,3.5613105699480685e-6
SE_MIDAT,1.3648158678372337e-7,0.0,0.0,0.0,0.0,0.0,1.3648158678372337e-7
MIDAT_NE,1.4005152378820185e-8,0.0,0.0,0.0,0.0,0.0,1.4005152378820185e-8
ethanol_demand_global,0.0,0.0,0.0,0.0,0.0,4.380000000000013e9,4.380000000000013e9
Total,0.00031330531896301653,9.202621361430118e-5,6.0750087521765246e-5,7.800115485003499e-5,1.1831830301610616e-5,4.380000000000013e9,4.380000000000569e9
