zone,Investment,FixedOM,VariableOM,Fuel,Startup,NonServedDemand,Total
CA_Bio_H2_CCS_99_Herb_transforms_co2_sink,0.0,0.0,66.50600123425717,0.0,0.0,0.0,66.50600123425717
co2_sink_NW_Bio_H2_CCS_99_Herb_transforms,0.0,0.0,25369.88285168577,0.0,0.0,0.0,25369.88285168577
NW_Bio_H2_CCS_99_Herb_transforms_co2_sink,0.0,0.0,612.8489943503208,0.0,0.0,0.0,612.8489943503208
co2_sink_SW_Bio_H2_CCS_99_Herb_transforms,0.0,0.0,31383.806062568652,0.0,0.0,0.0,31383.806062568652
SW_Bio_H2_CCS_99_Herb_transforms_co2_sink,0.0,0.0,762.2817344856307,0.0,0.0,0.0,762.2817344856307
co2_sink_TX_Bio_H2_CCS_99_Herb_transforms,0.0,0.0,34258.353977409846,0.0,0.0,0.0,34258.353977409846
TX_Bio_H2_CCS_99_Herb_transforms_co2_sink,0.0,0.0,830.9592723749053,0.0,0.0,0.0,830.9592723749053
co2_sink_NCEN_Bio_H2_CCS_99_Herb_transforms,0.0,0.0,30867.71083910794,0.0,0.0,0.0,30867.71083910794
NCEN_Bio_H2_CCS_99_Herb_transforms_co2_sink,0.0,0.0,742.141648829609,0.0,0.0,0.0,742.141648829609
co2_sink_CEN_Bio_H2_CCS_99_Herb_transforms,0.0,0.0,32964.326227994374,0.0,0.0,0.0,32964.326227994374
CEN_Bio_H2_CCS_99_Herb_transforms_co2_sink,0.0,0.0,797.1171175980633,0.0,0.0,0.0,797.1171175980633
co2_sink_SE_Bio_H2_CCS_99_Herb_transforms,0.0,0.0,30698.51515532861,0.0,0.0,0.0,30698.51515532861
SE_Bio_H2_CCS_99_Herb_transforms_co2_sink,0.0,0.0,743.8483644562748,0.0,0.0,0.0,743.8483644562748
co2_sink_MIDAT_Bio_H2_CCS_99_Herb_transforms,0.0,0.0,28450.290680692626,0.0,0.0,0.0,28450.290680692626
MIDAT_Bio_H2_CCS_99_Herb_transforms_co2_sink,0.0,0.0,684.9410030758788,0.0,0.0,0.0,684.9410030758788
co2_sink_NE_Bio_H2_CCS_99_Herb_transforms,0.0,0.0,25052.752883349633,0.0,0.0,0.0,25052.752883349633
NE_Bio_H2_CCS_99_Herb_transforms_co2_sink,0.0,0.0,601.326591425454,0.0,0.0,0.0,601.326591425454
co2_sink_CA_Bio_H2_CCS_99_Wood_transforms,0.0,0.0,28018.3497290007,0.0,0.0,0.0,28018.3497290007
CA_Bio_H2_CCS_99_Wood_transforms_co2_sink,0.0,0.0,651.6465449307004,0.0,0.0,0.0,651.6465449307004
co2_sink_NW_Bio_H2_CCS_99_Wood_transforms,0.0,0.0,26707.299604499032,0.0,0.0,0.0,26707.299604499032
NW_Bio_H2_CCS_99_Wood_transforms_co2_sink,0.0,0.0,626.0234445900965,0.0,0.0,0.0,626.0234445900965
co2_sink_SW_Bio_H2_CCS_99_Wood_transforms,0.0,0.0,31045.088019507853,0.0,0.0,0.0,31045.088019507853
SW_Bio_H2_CCS_99_Wood_transforms_co2_sink,0.0,0.0,732.3431897744157,0.0,0.0,0.0,732.3431897744157
co2_sink_TX_Bio_H2_CCS_99_Wood_transforms,0.0,0.0,32369.63160000898,0.0,0.0,0.0,32369.63160000898
TX_Bio_H2_CCS_99_Wood_transforms_co2_sink,0.0,0.0,758.032700394888,0.0,0.0,0.0,758.032700394888
co2_sink_NCEN_Bio_H2_CCS_99_Wood_transforms,0.0,0.0,29790.821787065524,0.0,0.0,0.0,29790.821787065524
NCEN_Bio_H2_CCS_99_Wood_transforms_co2_sink,0.0,0.0,701.8568089558609,0.0,0.0,0.0,701.8568089558609
co2_sink_CEN_Bio_H2_CCS_99_Wood_transforms,0.0,0.0,29057.66504833456,0.0,0.0,0.0,29057.66504833456
CEN_Bio_H2_CCS_99_Wood_transforms_co2_sink,0.0,0.0,684.5840041709447,0.0,0.0,0.0,684.5840041709447
co2_sink_SE_Bio_H2_CCS_99_Wood_transforms,0.0,0.0,29934.255853015053,0.0,0.0,0.0,29934.255853015053
SE_Bio_H2_CCS_99_Wood_transforms_co2_sink,0.0,0.0,701.0010209250019,0.0,0.0,0.0,701.0010209250019
co2_sink_MIDAT_Bio_H2_CCS_99_Wood_transforms,0.0,0.0,28973.64951258201,0.0,0.0,0.0,28973.64951258201
MIDAT_Bio_H2_CCS_99_Wood_transforms_co2_sink,0.0,0.0,681.7345004604955,0.0,0.0,0.0,681.7345004604955
co2_sink_NE_Bio_H2_CCS_99_Wood_transforms,0.0,0.0,27758.195741690808,0.0,0.0,0.0,27758.195741690808
NE_Bio_H2_CCS_99_Wood_transforms_co2_sink,0.0,0.0,649.0221207236522,0.0,0.0,0.0,649.0221207236522
co2_sink_CA_Bio_H2_CCS_99_Agri_transforms,0.0,0.0,30359.01906013756,0.0,0.0,0.0,30359.01906013756
CA_Bio_H2_CCS_99_Agri_transforms_co2_sink,0.0,0.0,735.1194609818959,0.0,0.0,0.0,735.1194609818959
co2_sink_NW_Bio_H2_CCS_99_Agri_transforms,0.0,0.0,28839.941531148073,0.0,0.0,0.0,28839.941531148073
NW_Bio_H2_CCS_99_Agri_transforms_co2_sink,0.0,0.0,711.8858023274116,0.0,0.0,0.0,711.8858023274116
co2_sink_SW_Bio_H2_CCS_99_Agri_transforms,0.0,0.0,30204.921223607245,0.0,0.0,0.0,30204.921223607245
SW_Bio_H2_CCS_99_Agri_transforms_co2_sink,0.0,0.0,739.5320551700495,0.0,0.0,0.0,739.5320551700495
co2_sink_TX_Bio_H2_CCS_99_Agri_transforms,0.0,0.0,30925.04183293997,0.0,0.0,0.0,30925.04183293997
TX_Bio_H2_CCS_99_Agri_transforms_co2_sink,0.0,0.0,771.9749365317098,0.0,0.0,0.0,771.9749365317098
co2_sink_NCEN_Bio_H2_CCS_99_Agri_transforms,0.0,0.0,33123.898315638886,0.0,0.0,0.0,33123.898315638886
NCEN_Bio_H2_CCS_99_Agri_transforms_co2_sink,0.0,0.0,804.5468612261822,0.0,0.0,0.0,804.5468612261822
co2_sink_CEN_Bio_H2_CCS_99_Agri_transforms,0.0,0.0,31547.486027258383,0.0,0.0,0.0,31547.486027258383
CEN_Bio_H2_CCS_99_Agri_transforms_co2_sink,0.0,0.0,768.9090213548953,0.0,0.0,0.0,768.9090213548953
co2_sink_SE_Bio_H2_CCS_99_Agri_transforms,0.0,0.0,30039.21566115765,0.0,0.0,0.0,30039.21566115765
SE_Bio_H2_CCS_99_Agri_transforms_co2_sink,0.0,0.0,734.9597531763471,0.0,0.0,0.0,734.9597531763471
co2_sink_MIDAT_Bio_H2_CCS_99_Agri_transforms,0.0,0.0,29336.453528685328,0.0,0.0,0.0,29336.453528685328
MIDAT_Bio_H2_CCS_99_Agri_transforms_co2_sink,0.0,0.0,713.0444118491926,0.0,0.0,0.0,713.0444118491926
co2_sink_NE_Bio_H2_CCS_99_Agri_transforms,0.0,0.0,25070.086884976867,0.0,0.0,0.0,25070.086884976867
NE_Bio_H2_CCS_99_Agri_transforms_co2_sink,0.0,0.0,607.8833218848554,0.0,0.0,0.0,607.8833218848554
gasoline_fossil_global_Global_Fossil_Petroleum_Refinery_transforms,0.0,0.0,0.0,6.25315352720431e10,0.0,0.0,6.25315352720431e10
jetfuel_fossil_global_Global_Fossil_Petroleum_Refinery_transforms,0.0,0.0,0.0,1.3769821546840332e10,0.0,0.0,1.3769821546840332e10
diesel_fossil_global_Global_Fossil_Petroleum_Refinery_transforms,0.0,0.0,0.0,4.775134746447598e10,0.0,0.0,4.775134746447598e10
CA_NW,239837.73410140802,0.0,0.0,0.0,0.0,0.0,239837.73410140802
CA_SW,248546.77977045946,0.0,0.0,0.0,0.0,0.0,248546.77977045946
NW_SW,3.044628138801594e8,0.0,0.0,0.0,0.0,0.0,3.044628138801594e8
SW_CEN,1.5589638752085868e8,0.0,0.0,0.0,0.0,0.0,1.5589638752085868e8
TX_CEN,4.3416280614797693e8,0.0,0.0,0.0,0.0,0.0,4.3416280614797693e8
NCEN_CEN,4.279033361620728e8,0.0,0.0,0.0,0.0,0.0,4.279033361620728e8
NCEN_SE,6.73522774787437e8,0.0,0.0,0.0,0.0,0.0,6.73522774787437e8
NCEN_MIDAT,115830.4454857351,0.0,0.0,0.0,0.0,0.0,115830.4454857351
CEN_SE,1.194465664263344e9,0.0,0.0,0.0,0.0,0.0,1.194465664263344e9
SE_MIDAT,3.989371576616353e8,0.0,0.0,0.0,0.0,0.0,3.989371576616353e8
MIDAT_NE,235734.90570738533,0.0,0.0,0.0,0.0,0.0,235734.90570738533
Total,2.3939156922078976e11,1.000820549374062e11,8.435218708646373e10,2.238410123863979e11,6.9415640864984e6,1.5819069631846999e6,6.476753471021073e11
